Age,Attrition,BusinessTravel,,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance rating ,YearsAtCompany,YearsSinceLastPromotion,satisfaction_level,salary,RetirementYear
25,1,Travel_Rarely,,Sales,5,Marketing,142,Male,46,2,Sales Executive,3,Single,5744,1,11,3,6,3,6,0,79%,low,2025
56,1,Travel_Rarely,,Research & Development,14,Life Sciences,161,Female,72,1,Research Scientist,2,Married,4963,1,18,3,7,3,5,4,11%,low,2001
26,0,Travel_Rarely,,Research & Development,6,Other,164,Female,46,1,Research Scientist,2,Married,2368,0,19,3,5,2,5,4,10%,medium,2038
32,1,Travel_Rarely,,Research & Development,9,Medical,190,Female,41,1,Laboratory Technician,1,Single,4200,0,22,4,10,4,5,0,44%,medium,2036
30,0,Travel_Rarely,,Research & Development,18,Life Sciences,194,Female,75,1,Research Scientist,3,Single,2632,0,14,3,5,2,5,0,25%,medium,2015
50,0,Travel_Rarely,,Research & Development,11,Life Sciences,226,Female,53,5,Manager,2,Single,19926,0,15,3,21,3,5,4,44%,medium,2025
32,0,Travel_Rarely,,Research & Development,6,Life Sciences,231,Male,43,1,Research Scientist,3,Single,3038,0,20,4,8,3,5,1,73%,medium,2014
45,0,Travel_Rarely,,Sales,4,Life Sciences,240,Female,30,2,Sales Executive,1,Divorced,5006,1,11,3,9,4,5,0,75%,medium,2023
43,0,Non-Travel,,Research & Development,7,Medical,262,Male,37,1,Research Scientist,4,Divorced,2089,0,14,3,7,4,5,2,36%,medium,2034
29,1,Travel_Rarely,,Sales,27,Marketing,283,Female,35,3,Sales Executive,4,Married,7639,0,22,4,10,2,10,1,37%,medium,2019
31,0,Non-Travel,,Research & Development,1,Medical,308,Male,90,2,Manufacturing Director,3,Married,4345,0,12,3,6,3,5,1,39%,medium,2029
33,1,Travel_Rarely,,Research & Development,14,Medical,325,Male,58,1,Laboratory Technician,4,Married,2436,1,13,3,8,1,5,0,48%,medium,2029
31,1,Travel_Frequently,,Research & Development,29,Medical,355,Male,71,1,Laboratory Technician,2,Single,3479,0,11,3,6,4,5,1,57%,medium,2003
37,0,Travel_Rarely,,Sales,6,Medical,378,Male,98,2,Sales Executive,4,Married,6502,0,14,3,7,4,5,0,90%,medium,2025
50,0,Travel_Rarely,,Research & Development,4,Life Sciences,385,Male,96,5,Research Director,2,Divorced,19144,0,14,3,28,2,10,1,39%,high,2012
42,0,Travel_Frequently,,Sales,26,Marketing,404,Female,77,4,Sales Executive,2,Married,13525,0,14,3,23,4,20,4,44%,low,2039
27,0,Travel_Rarely,,Sales,2,Life Sciences,437,Male,74,2,Sales Executive,3,Single,4478,1,11,3,5,3,5,0,81%,medium,2015
27,0,Non-Travel,,Sales,1,Marketing,449,Male,73,2,Sales Executive,2,Married,6349,1,13,3,6,3,5,1,74%,medium,2008
41,0,Travel_Rarely,,Research & Development,6,Medical,466,Male,95,2,Manufacturing Director,2,Single,6032,1,15,3,8,3,5,1,44%,medium,2036
37,0,Travel_Rarely,,Research & Development,10,Medical,486,Female,98,1,Laboratory Technician,1,Married,3452,0,20,4,17,3,5,0,41%,medium,2006
40,1,Travel_Rarely,,Sales,22,Marketing,492,Male,68,2,Sales Executive,3,Married,6380,1,12,3,8,3,6,1,40%,low,2010
55,0,Travel_Rarely,,Research & Development,2,Life Sciences,505,Female,97,4,Manager,4,Single,16659,1,13,3,30,3,5,1,46%,low,2030
26,1,Travel_Frequently,,Research & Development,3,Technical Degree,510,Male,73,1,Research Scientist,1,Single,3102,0,22,4,7,3,6,0,80%,low,2023
40,0,Travel_Rarely,,Sales,2,Marketing,516,Female,46,2,Sales Executive,2,Divorced,5715,0,12,3,8,3,5,1,87%,low,2025
25,0,Travel_Rarely,,Sales,4,Life Sciences,527,Female,99,2,Sales Executive,4,Single,4487,1,11,3,5,3,5,1,39%,low,2011
30,0,Travel_Rarely,,Sales,12,Technical Degree,533,Female,83,2,Sales Executive,3,Single,6577,0,11,3,6,3,5,4,38%,low,2006
52,0,Travel_Rarely,,Research & Development,3,Medical,543,Male,39,3,Manufacturing Director,3,Married,7969,1,14,3,28,3,5,0,66%,low,2022
42,0,Travel_Frequently,,Research & Development,29,Life Sciences,547,Female,92,2,Research Scientist,3,Divorced,4556,0,11,3,19,3,5,0,10%,low,2033
30,0,Travel_Rarely,,Research & Development,2,Life Sciences,548,Female,43,2,Manufacturing Director,4,Single,6091,0,20,4,11,3,5,0,37%,low,2022
35,0,Travel_Rarely,,Research & Development,22,Life Sciences,577,Male,46,1,Laboratory Technician,3,Single,4230,0,15,3,6,3,5,4,10%,low,2032
31,0,Travel_Rarely,,Sales,7,Life Sciences,613,Male,44,3,Manager,4,Divorced,11557,0,21,4,10,2,5,0,9%,low,2020
35,0,Travel_Rarely,,Sales,1,Medical,620,Female,80,2,Sales Executive,3,Single,4859,0,16,3,5,3,5,0,86%,low,2018
25,0,Travel_Rarely,,Sales,13,Medical,645,Male,40,1,Sales Representative,3,Married,2096,0,11,3,7,3,7,0,11%,low,2002
32,0,Travel_Rarely,,Research & Development,9,Life Sciences,679,Female,92,2,Research Scientist,4,Married,6322,1,12,3,6,2,6,0,37%,low,2032
47,1,Travel_Frequently,,Sales,27,Life Sciences,785,Female,77,2,Sales Executive,3,Single,6397,1,12,3,8,3,5,1,11%,low,2010
30,0,Travel_Frequently,,Research & Development,5,Life Sciences,861,Male,75,1,Research Scientist,4,Divorced,3761,0,12,3,10,2,5,0,77%,low,2022
45,0,Travel_Rarely,,Sales,9,Marketing,864,Male,74,3,Sales Executive,1,Divorced,10761,1,12,3,18,3,5,0,84%,low,2037
36,0,Travel_Rarely,,Human Resources,8,Life Sciences,878,Male,77,1,Human Resources,1,Married,2342,0,21,4,6,3,5,0,10%,low,2014
31,0,Travel_Rarely,,Research & Development,11,Life Sciences,895,Male,48,1,Research Scientist,4,Married,2356,1,19,3,8,3,6,0,83%,low,2010
37,0,Travel_Frequently,,Sales,21,Medical,900,Female,54,1,Sales Representative,4,Married,2973,0,15,3,10,3,5,0,11%,low,2010
39,0,Travel_Rarely,,Human Resources,2,Life Sciences,909,Female,42,2,Human Resources,4,Married,5204,0,11,3,13,3,5,0,86%,low,2034
42,0,Travel_Rarely,,Sales,14,Medical,936,Female,68,2,Sales Executive,3,Single,6244,0,17,3,10,3,5,0,38%,medium,2025
30,0,Travel_Rarely,,Sales,8,Other,982,Male,62,3,Sales Executive,3,Divorced,7264,0,11,3,10,4,8,7,11%,medium,2030
50,0,Travel_Rarely,,Research & Development,1,Medical,997,Male,66,4,Research Director,4,Divorced,17399,0,22,4,32,2,5,1,45%,medium,2003
59,0,Travel_Rarely,,Sales,1,Technical Degree,1048,Male,66,3,Manager,4,Married,11904,1,14,3,14,1,6,0,10%,medium,2032
54,0,Travel_Rarely,,Sales,2,Life Sciences,1070,Female,41,3,Sales Executive,3,Married,10686,0,11,3,13,3,9,7,9%,medium,2029
56,0,Travel_Frequently,,Research & Development,9,Medical,1071,Female,63,1,Research Scientist,3,Married,2942,0,19,3,18,3,5,0,39%,medium,2023
48,0,Non-Travel,,Research & Development,1,Medical,1116,Male,35,4,Manager,4,Single,16885,0,22,4,27,2,5,2,37%,medium,2018
39,0,Non-Travel,,Research & Development,9,Life Sciences,1132,Male,70,2,Laboratory Technician,2,Single,6782,0,15,3,9,2,5,0,81%,medium,2039
35,0,Travel_Rarely,,Human Resources,8,Technical Degree,1164,Male,100,1,Human Resources,3,Single,4323,0,17,3,6,1,5,1,9%,medium,2032
42,0,Travel_Rarely,,Sales,4,Marketing,1171,Male,45,2,Sales Executive,1,Single,5155,0,13,3,9,4,6,1,10%,medium,2039
44,1,Travel_Rarely,,Research & Development,10,Life Sciences,1200,Male,96,1,Research Scientist,3,Single,2936,1,11,3,6,3,6,0,39%,medium,2002
29,0,Travel_Rarely,,Research & Development,15,Life Sciences,1202,Female,69,1,Research Scientist,4,Married,2168,1,18,3,6,2,5,1,83%,medium,2002
33,0,Travel_Rarely,,Human Resources,2,Human Resources,1207,Male,99,1,Human Resources,3,Married,3600,0,13,3,5,3,5,1,45%,high,2001
54,0,Travel_Frequently,,Research & Development,1,Life Sciences,1245,Female,53,3,Manufacturing Director,3,Divorced,10502,0,17,3,33,1,5,1,43%,low,2015
46,0,Travel_Rarely,,Sales,4,Marketing,1280,Female,33,5,Manager,2,Married,18789,0,14,3,26,3,11,0,80%,medium,2016
30,0,Non-Travel,,Research & Development,9,Medical,1298,Female,72,2,Manufacturing Director,3,Single,4695,1,18,3,10,3,8,1,10%,medium,2020
32,1,Travel_Rarely,,Research & Development,7,Life Sciences,1309,Male,79,2,Laboratory Technician,3,Married,4883,0,18,3,10,3,10,1,10%,medium,2026
40,1,Travel_Rarely,,Sales,25,Marketing,1318,Male,57,3,Sales Executive,2,Single,9094,1,12,3,9,3,5,1,36%,medium,2011
34,0,Non-Travel,,Research & Development,26,Technical Degree,1374,Female,92,1,Research Scientist,3,Divorced,2029,0,20,4,5,3,5,0,38%,low,2010
39,0,Travel_Rarely,,Sales,21,Life Sciences,1390,Male,44,2,Sales Executive,4,Married,6120,1,12,3,8,4,5,1,78%,low,2020
37,0,Travel_Rarely,,Research & Development,4,Life Sciences,1394,Male,54,1,Research Scientist,3,Married,2996,1,15,3,8,3,6,1,44%,low,2039
33,0,Travel_Frequently,,Sales,5,Life Sciences,1395,Male,61,2,Sales Executive,4,Married,9998,0,13,3,8,4,5,1,41%,low,2005
39,0,Non-Travel,,Research & Development,25,Life Sciences,1397,Male,71,3,Healthcare Representative,3,Married,10920,0,21,4,13,3,6,0,72%,low,2003
52,0,Travel_Rarely,,Research & Development,8,Other,1409,Female,54,1,Laboratory Technician,1,Married,2950,0,13,3,12,1,5,0,46%,low,2004
36,0,Travel_Rarely,,Sales,3,Marketing,1425,Female,99,2,Sales Executive,2,Single,9278,1,16,3,15,3,5,0,10%,low,2024
36,0,Travel_Rarely,,Research & Development,4,Life Sciences,1435,Male,37,2,Laboratory Technician,4,Single,5810,0,16,3,10,2,10,1,34%,low,2029
24,0,Travel_Rarely,,Sales,4,Medical,1445,Female,42,2,Sales Executive,3,Married,4162,1,12,3,5,3,5,0,11%,low,2023
34,0,Travel_Rarely,,Research & Development,1,Life Sciences,1447,Female,86,1,Laboratory Technician,2,Married,3294,0,17,3,7,2,5,0,38%,low,2017
28,0,Travel_Rarely,,Sales,5,Medical,1469,Male,84,2,Sales Executive,1,Single,8463,0,18,3,6,3,5,1,82%,low,2006
33,0,Travel_Rarely,,Research & Development,4,Medical,1502,Female,82,1,Laboratory Technician,2,Married,3838,0,11,3,8,3,5,0,39%,low,2026
47,0,Travel_Rarely,,Sales,14,Medical,1503,Female,78,2,Sales Executive,3,Married,4591,1,17,3,11,2,5,1,44%,low,2035
40,1,Travel_Rarely,,Research & Development,9,Life Sciences,1534,Male,86,1,Laboratory Technician,1,Single,2018,0,14,3,15,1,5,1,43%,low,2019
45,0,Travel_Rarely,,Research & Development,28,Technical Degree,1546,Male,97,1,Research Scientist,4,Married,2132,0,20,4,8,3,5,0,84%,low,2023
40,0,Travel_Rarely,,Sales,9,Medical,1548,Male,47,2,Sales Executive,1,Married,5473,0,12,3,9,4,8,7,43%,low,2033
29,0,Travel_Frequently,,Research & Development,2,Life Sciences,1590,Male,87,2,Healthcare Representative,4,Divorced,8853,0,19,3,6,4,6,1,37%,low,2023
40,0,Travel_Rarely,,Sales,14,Life Sciences,1598,Female,84,2,Sales Executive,1,Married,4639,0,15,3,5,3,5,1,74%,low,2037
43,0,Travel_Rarely,,Research & Development,27,Technical Degree,1599,Male,87,1,Laboratory Technician,2,Divorced,4876,0,12,3,8,3,6,0,73%,low,2027
30,0,Travel_Rarely,,Research & Development,7,Medical,1609,Male,48,1,Research Scientist,2,Married,2141,0,12,3,6,2,6,1,37%,low,2033
38,0,Travel_Rarely,,Research & Development,2,Medical,1638,Female,54,3,Manufacturing Director,3,Married,7756,1,19,3,10,4,5,0,58%,low,2027
37,0,Travel_Rarely,,Research & Development,10,Medical,1640,Female,71,1,Research Scientist,2,Married,3936,0,11,3,8,1,8,7,40%,medium,2017
39,0,Travel_Rarely,,Research & Development,12,Medical,1654,Male,66,2,Manufacturing Director,2,Married,5295,0,21,4,7,3,5,1,51%,medium,2024
36,0,Travel_Rarely,,Research & Development,3,Life Sciences,1664,Male,79,2,Healthcare Representative,1,Divorced,6842,0,20,4,13,3,5,0,46%,medium,2025
23,1,Travel_Rarely,,Research & Development,8,Medical,1684,Male,93,1,Laboratory Technician,3,Single,3989,1,11,3,5,3,5,1,45%,medium,2033
35,0,Travel_Frequently,,Research & Development,2,Medical,1704,Male,79,1,Research Scientist,4,Single,4930,1,14,3,6,4,5,1,46%,medium,2003
31,0,Travel_Frequently,,Research & Development,24,Technical Degree,1736,Female,30,2,Manufacturing Director,4,Single,5238,0,20,4,9,2,5,1,39%,medium,2023
38,0,Travel_Rarely,,Research & Development,6,Other,1782,Female,40,1,Laboratory Technician,3,Married,3702,0,11,3,5,3,5,0,9%,medium,2012
35,0,Travel_Rarely,,Research & Development,23,Medical,1826,Male,91,1,Laboratory Technician,3,Married,2705,0,16,3,6,4,5,0,9%,medium,2006
40,0,Travel_Rarely,,Research & Development,12,Life Sciences,1829,Female,47,2,Healthcare Representative,1,Divorced,4448,0,12,3,15,3,7,7,37%,medium,2027
27,0,Travel_Frequently,,Research & Development,5,Life Sciences,1850,Female,53,1,Laboratory Technician,4,Single,2379,1,14,3,6,2,5,0,10%,medium,2016
41,0,Travel_Rarely,,Sales,8,Marketing,1909,Female,54,2,Sales Executive,2,Married,4393,0,21,4,14,3,5,1,77%,medium,2033
33,0,Travel_Rarely,,Sales,10,Marketing,1924,Male,43,2,Sales Executive,3,Single,5487,0,14,3,10,2,10,0,79%,medium,2028
49,0,Travel_Frequently,,Research & Development,2,Life Sciences,1941,Male,42,5,Research Director,4,Married,19161,0,15,3,28,3,5,4,43%,high,2036
36,0,Non-Travel,,Research & Development,9,Life Sciences,1949,Male,66,1,Laboratory Technician,2,Married,2810,0,22,4,5,3,5,0,38%,low,2009
41,0,Travel_Rarely,,Sales,3,Life Sciences,2037,Male,57,2,Sales Executive,2,Divorced,8938,0,11,3,14,3,5,0,77%,medium,2015
29,0,Travel_Rarely,,Research & Development,28,Medical,2054,Female,73,1,Research Scientist,1,Single,3785,0,14,3,5,1,5,0,44%,medium,2008
31,0,Non-Travel,,Research & Development,5,Medical,2057,Male,74,2,Manufacturing Director,1,Single,9936,0,19,3,10,3,9,1,39%,medium,2034
36,1,Travel_Rarely,,Sales,9,Life Sciences,27,Male,82,1,Sales Representative,1,Single,3407,0,23,4,10,3,5,0,78%,medium,2020
43,0,Travel_Rarely,,Research & Development,2,Medical,46,Female,72,1,Research Scientist,3,Divorced,2645,0,12,3,6,2,5,1,10%,low,2014
33,0,Travel_Frequently,,Sales,1,Life Sciences,52,Female,42,2,Sales Executive,1,Married,5376,0,19,3,10,3,5,1,10%,low,2036
44,0,Travel_Rarely,,Sales,1,Marketing,68,Female,75,2,Sales Executive,1,Divorced,5454,1,21,4,9,2,4,1,75%,low,2034
38,0,Travel_Frequently,,Research & Development,29,Life Sciences,79,Female,50,2,Laboratory Technician,4,Single,2406,0,11,3,10,3,10,9,46%,low,2021
50,0,Travel_Rarely,,Research & Development,7,Medical,80,Female,43,5,Research Director,3,Divorced,18740,1,12,3,29,2,27,13,91%,low,2009
59,0,Travel_Frequently,,Sales,1,Life Sciences,91,Female,57,2,Sales Executive,3,Single,5473,0,11,3,20,2,4,1,10%,low,2028
40,0,Travel_Frequently,,Research & Development,1,Life Sciences,119,Male,78,4,Healthcare Representative,2,Married,13503,0,22,4,22,2,22,11,72%,low,2005
54,0,Travel_Rarely,,Research & Development,2,Technical Degree,126,Female,60,3,Research Director,3,Married,13549,0,12,3,16,1,4,0,11%,low,2019
50,0,Travel_Frequently,,Research & Development,1,Life Sciences,141,Female,73,5,Research Director,2,Married,18172,1,19,3,28,2,8,0,11%,low,2039
54,0,Non-Travel,,Human Resources,26,Human Resources,148,Female,30,4,Manager,4,Single,17328,1,12,3,23,3,5,4,46%,low,2015
24,0,Travel_Rarely,,Research & Development,18,Life Sciences,150,Male,52,1,Laboratory Technician,3,Married,2774,0,12,3,6,3,5,1,37%,low,2018
37,0,Travel_Rarely,,Sales,3,Life Sciences,152,Male,87,3,Sales Executive,4,Single,7428,0,12,3,12,3,5,1,46%,low,2026
30,0,Travel_Rarely,,Research & Development,2,Medical,198,Male,35,1,Laboratory Technician,4,Single,2720,0,13,3,6,3,5,1,43%,low,2032
34,0,Travel_Frequently,,Sales,2,Marketing,216,Female,75,1,Sales Representative,3,Married,2231,0,18,3,6,3,4,1,11%,low,2014
57,0,Travel_Rarely,,Research & Development,24,Life Sciences,223,Male,83,3,Healthcare Representative,4,Divorced,9439,1,16,3,12,1,5,1,73%,low,2008
38,0,Travel_Rarely,,Sales,1,Life Sciences,230,Female,59,2,Sales Executive,4,Single,8686,0,22,4,12,4,8,0,43%,low,2028
41,1,Travel_Rarely,,Sales,20,Marketing,248,Female,70,1,Sales Representative,2,Single,3140,1,22,4,4,2,4,0,86%,low,2003
42,0,Non-Travel,,Research & Development,21,Medical,270,Female,36,2,Manufacturing Director,3,Divorced,5265,0,16,3,11,3,5,0,10%,low,2001
34,0,Travel_Frequently,,Research & Development,10,Medical,277,Male,43,1,Research Scientist,3,Divorced,3815,1,17,3,5,4,5,2,40%,low,2027
30,1,Travel_Frequently,,Sales,26,Marketing,299,Female,52,2,Sales Executive,1,Single,6696,0,15,3,9,2,6,0,11%,low,2037
29,1,Travel_Rarely,,Research & Development,18,Medical,315,Male,86,1,Research Scientist,4,Single,2389,1,13,3,4,2,4,0,86%,low,2030
32,0,Travel_Rarely,,Sales,4,Life Sciences,330,Female,56,1,Sales Representative,2,Married,3931,0,11,3,6,3,4,1,42%,medium,2016
25,0,Non-Travel,,Research & Development,5,Life Sciences,369,Male,85,2,Healthcare Representative,1,Divorced,4000,0,12,3,6,3,6,1,79%,medium,2012
53,0,Travel_Rarely,,Research & Development,3,Medical,386,Male,45,4,Research Director,3,Married,17584,1,16,3,21,2,5,1,10%,medium,2027
26,0,Travel_Frequently,,Research & Development,11,Medical,390,Male,60,2,Healthcare Representative,1,Married,4741,1,13,3,5,3,5,3,9%,medium,2037
28,0,Travel_Rarely,,Research & Development,8,Life Sciences,395,Female,66,1,Research Scientist,4,Single,3310,0,21,4,5,3,5,0,9%,medium,2035
28,0,Travel_Rarely,,Research & Development,16,Medical,412,Male,68,2,Healthcare Representative,1,Single,5661,0,19,3,9,3,8,0,87%,medium,2009
58,0,Non-Travel,,Research & Development,1,Life Sciences,422,Male,32,2,Healthcare Representative,3,Divorced,5660,1,13,3,12,3,5,1,36%,medium,2025
27,0,Travel_Rarely,,Research & Development,5,Life Sciences,434,Female,85,1,Research Scientist,2,Single,2478,1,12,3,4,2,4,1,42%,medium,2028
54,0,Travel_Frequently,,Research & Development,20,Life Sciences,450,Female,31,2,Research Scientist,3,Single,4869,0,12,3,20,2,4,0,84%,medium,2037
40,0,Travel_Rarely,,Sales,1,Medical,453,Male,57,2,Sales Executive,4,Married,7457,1,22,4,6,2,4,0,10%,medium,2004
29,0,Non-Travel,,Sales,2,Life Sciences,469,Male,61,2,Sales Executive,3,Married,4649,0,14,3,4,2,4,0,78%,medium,2024
50,0,Travel_Rarely,,Research & Development,10,Technical Degree,491,Male,100,3,Healthcare Representative,4,Single,10496,0,15,3,20,3,4,1,35%,medium,2040
24,1,Travel_Rarely,,Sales,1,Technical Degree,554,Female,62,1,Sales Representative,2,Single,3202,1,16,3,6,3,5,1,10%,high,2035
30,0,Non-Travel,,Research & Development,3,Life Sciences,562,Male,53,1,Laboratory Technician,4,Married,2097,0,15,3,9,1,5,1,11%,low,2016
34,0,Travel_Rarely,,Research & Development,2,Life Sciences,579,Male,62,1,Research Scientist,3,Divorced,2768,0,12,3,14,3,7,5,43%,medium,2031
33,1,Travel_Rarely,,Research & Development,10,Medical,584,Male,38,1,Laboratory Technician,4,Divorced,3408,0,13,3,8,3,4,1,38%,medium,2031
36,0,Non-Travel,,Sales,10,Medical,592,Male,32,3,Sales Executive,4,Single,9980,0,14,3,10,2,10,9,46%,medium,2003
41,0,Non-Travel,,Sales,10,Life Sciences,599,Male,56,2,Sales Executive,4,Single,6230,0,14,3,16,3,14,1,89%,medium,2028
39,0,Travel_Frequently,,Research & Development,8,Life Sciences,602,Female,48,1,Laboratory Technician,3,Married,3755,0,11,3,8,3,8,0,45%,low,2031
26,0,Travel_Rarely,,Sales,28,Marketing,641,Male,66,2,Sales Executive,2,Married,6272,0,20,4,6,4,5,1,44%,low,2027
24,1,Travel_Frequently,,Research & Development,7,Life Sciences,647,Female,55,1,Laboratory Technician,3,Married,2886,1,16,3,6,3,6,1,74%,low,2032
27,0,Travel_Rarely,,Research & Development,6,Medical,655,Female,66,1,Research Scientist,3,Divorced,2187,0,12,3,6,2,5,0,45%,low,2034
27,1,Travel_Rarely,,Sales,2,Marketing,667,Male,85,1,Sales Representative,1,Divorced,3041,0,11,3,5,3,4,0,79%,low,2040
50,1,Travel_Frequently,,Sales,8,Technical Degree,723,Male,50,2,Sales Executive,3,Married,6796,1,14,3,18,3,4,1,79%,low,2014
23,0,Travel_Rarely,,Research & Development,9,Medical,758,Male,37,1,Laboratory Technician,1,Married,2500,0,14,3,5,4,4,0,11%,low,2010
39,0,Travel_Rarely,,Human Resources,3,Human Resources,760,Female,44,2,Human Resources,2,Married,6389,0,15,3,12,1,8,3,42%,low,2012
52,0,Non-Travel,,Research & Development,19,Medical,791,Male,41,1,Research Scientist,4,Married,4258,0,18,3,5,3,4,1,64%,low,2040
26,1,Travel_Rarely,,Sales,8,Technical Degree,796,Male,38,2,Sales Executive,1,Single,5326,0,17,3,6,2,4,1,40%,low,2033
54,0,Travel_Rarely,,Research & Development,19,Medical,799,Female,95,2,Manufacturing Director,1,Divorced,5485,1,11,3,9,3,5,1,84%,low,2032
37,0,Travel_Rarely,,Research & Development,10,Life Sciences,802,Female,82,1,Research Scientist,1,Divorced,2782,1,13,3,6,2,5,4,73%,low,2005
50,0,Travel_Rarely,,Research & Development,2,Medical,815,Male,64,4,Research Director,3,Married,17639,0,16,3,30,3,4,0,40%,low,2021
42,0,Travel_Rarely,,Research & Development,1,Life Sciences,827,Female,43,2,Manufacturing Director,4,Married,6062,1,13,3,8,3,4,0,36%,low,2011
38,0,Travel_Frequently,,Research & Development,12,Life Sciences,837,Male,45,2,Healthcare Representative,1,Divorced,6288,0,15,3,13,2,4,1,43%,low,2031
25,0,Travel_Rarely,,Research & Development,2,Medical,854,Male,65,1,Research Scientist,1,Single,3424,0,13,3,6,2,4,0,11%,low,2012
32,0,Travel_Rarely,,Research & Development,8,Medical,865,Female,91,2,Research Scientist,3,Married,5175,0,12,3,9,2,5,1,91%,low,2030
25,0,Travel_Rarely,,Sales,3,Other,879,Male,98,2,Sales Executive,1,Married,4194,1,18,3,5,3,5,0,80%,low,2029
42,0,Travel_Rarely,,Research & Development,3,Life Sciences,894,Female,95,2,Laboratory Technician,4,Married,5231,1,13,3,17,2,5,1,42%,low,2024
33,0,Travel_Rarely,,Human Resources,3,Human Resources,910,Male,57,1,Human Resources,2,Divorced,2277,1,11,3,7,4,4,0,31%,low,2018
